Rep_Code,Order_Source,Order_Type,Order_Num,Customer_Number,Subcategory,Product_Code,Brand,Subseries,Revenue,Quantity,Invoice_Date,Order_Date,Segment,category
Rep002,E,RO,2DCPE5,3466,3B,P7,B4,Power cables,704,4,14SEP2010:12:00:00 AM,18FEB2009:12:00:00 AM,Private Sector,Y
Rep003,E,RO,2DCPY3,270,Y,P7,B3,Power cables,1970,2,15SEP2010:12:00:00 AM,18FEB2009:12:00:00 AM,Others,A
Rep007,E,RO,2DCQE2,7767,Y,P5,B2,Printers,889,3,16SEP2010:12:00:00 AM,19FEB2009:12:00:00 AM,Private Sector,A
Rep008,E,RO,2DCQMK,2530,ZI,P10,B5,Power Adaptors,1380,3,17SEP2010:12:00:00 AM,19FEB2009:12:00:00 AM,Others,U
Rep002,E,RO,2DCR0Q,2703,Y,P6,B3,Speakers,2707,2,18SEP2010:12:00:00 AM,19FEB2009:12:00:00 AM,Others,A
Rep004,S,RO,2DCRW9,6690,3B,P2,B4,Headsets & Microphones,4997,1,19SEP2010:12:00:00 AM,20FEB2009:12:00:00 AM,Large Enterprise,Y
Rep006,S,RO,2DCT52,6802,LB,P1,B3,Batteries,3985,1,20SEP2010:12:00:00 AM,20FEB2009:12:00:00 AM,Others,Y
Rep008,E,RO,2DCT5W,6816,Y,P4,B1,Keyboards,2613,2,21SEP2010:12:00:00 AM,20FEB2009:12:00:00 AM,Public sector,A
Rep002,S,RO,2DCTC2,6905,3B,P3,B1,Projectors,716,4,22SEP2010:12:00:00 AM,20FEB2009:12:00:00 AM,Others,Y
Rep005,E,RO,2DCTX5,1634,ZI,P3,B2,Projectors,3253,4,23SEP2010:12:00:00 AM,20FEB2009:12:00:00 AM,Public sector,U
Rep002,E,RO,2DCVN5,7768,CA,P6,B3,Speakers,924,3,24SEP2010:12:00:00 AM,21FEB2009:12:00:00 AM,Large Enterprise,X
Rep010,S,RO,2DCVN5,7768,4B,P5,B3,Printers,4969,1,25SEP2010:12:00:00 AM,21FEB2009:12:00:00 AM,Private Sector,Y
Rep003,S,RO,2DCW06,7981,3B,P3,B2,Projectors,1419,2,26SEP2010:12:00:00 AM,22FEB2009:12:00:00 AM,Public sector,Y
Rep001,S,RO,2DCW59,8064,,P9,B3,Monitors,4909,4,27SEP2010:12:00:00 AM,22FEB2009:12:00:00 AM,Others,G
Rep010,E,RO,2DCW96,8131,DI,P3,B1,Projectors,2209,4,28SEP2010:12:00:00 AM,22FEB2009:12:00:00 AM,Large Enterprise,A
Rep002,S,RO,2DCWFT,8285,CA,P6,B4,Speakers,4185,3,29SEP2010:12:00:00 AM,22FEB2009:12:00:00 AM,Large Enterprise,X
Rep002,S,RO,2DCWFT,8285,BI,P6,B3,Speakers,4574,1,30SEP2010:12:00:00 AM,22FEB2009:12:00:00 AM,Others,U
Rep003,S,RO,2DCWFT,8285,Z,P9,B4,Monitors,2612,1,01OCT2010:12:00:00 AM,22FEB2009:12:00:00 AM,Public sector,U
Rep007,S,RO,2DCWFT,8285,TL,P3,B5,Projectors,3122,3,02OCT2010:12:00:00 AM,22FEB2009:12:00:00 AM,Private Sector,W
Rep006,E,RO,2DCWFT,8285,XX,P7,B2,Power cables,1400,1,03OCT2010:12:00:00 AM,22FEB2009:12:00:00 AM,Large Enterprise,Y
Rep003,E,RO,2DCWT2,3744,TW,P5,B2,Printers,4633,1,04OCT2010:12:00:00 AM,22FEB2009:12:00:00 AM,Large Enterprise,W
Rep003,E,RO,2DCWT2,3744,XB,P8,B3,Hard Drives,1503,3,05OCT2010:12:00:00 AM,22FEB2009:12:00:00 AM,Others,Y
Rep001,S,RO,2DCXHE,3710,XI,P9,B1,Monitors,4540,1,06OCT2010:12:00:00 AM,23FEB2009:12:00:00 AM,Large Enterprise,D
Rep006,E,RO,2DCXMT,8078,DI,P10,B1,Power Adaptors,4880,2,07OCT2010:12:00:00 AM,23FEB2009:12:00:00 AM,Public sector,A
Rep009,E,RO,2DCXMT,8078,KI,P5,B4,Printers,2886,1,08OCT2010:12:00:00 AM,23FEB2009:12:00:00 AM,Private Sector,A
Rep005,E,RO,2DCXMT,8078,BI,P9,B3,Monitors,889,1,09OCT2010:12:00:00 AM,23FEB2009:12:00:00 AM,Public sector,U
Rep005,E,RO,2DCXMT,8078,BI,P10,B1,Power Adaptors,4511,2,10OCT2010:12:00:00 AM,23FEB2009:12:00:00 AM,Others,U
Rep007,E,RO,2DD006,9808,DI,P4,B2,Keyboards,2759,4,11OCT2010:12:00:00 AM,24FEB2009:12:00:00 AM,Others,A
Rep008,S,RO,2DD00N,9808,DI,P4,B4,Keyboards,1466,2,12OCT2010:12:00:00 AM,24FEB2009:12:00:00 AM,Others,A
Rep010,E,RO,2DD00Y,9808,DI,P8,B5,Hard Drives,3254,2,13OCT2010:12:00:00 AM,24FEB2009:12:00:00 AM,Large Enterprise,A
Rep007,S,RO,2DD02K,9842,UN,P7,B2,Power cables,1914,1,14OCT2010:12:00:00 AM,24FEB2009:12:00:00 AM,Private Sector,W
Rep004,E,RO,2DD02K,9842,XX,P5,B5,Printers,3620,4,15OCT2010:12:00:00 AM,24FEB2009:12:00:00 AM,Others,Y
Rep008,S,RO,2DD0P0,139,BI,P7,B5,Power cables,4761,3,16OCT2010:12:00:00 AM,24FEB2009:12:00:00 AM,Large Enterprise,U
Rep009,E,RO,2DD164,476,CA,P9,B1,Monitors,1252,2,17OCT2010:12:00:00 AM,24FEB2009:12:00:00 AM,Private Sector,X
Rep007,S,RO,2DD164,476,3B,P7,B4,Power cables,1813,3,18OCT2010:12:00:00 AM,24FEB2009:12:00:00 AM,Large Enterprise,Y
Rep002,S,RO,2DD19N,600,DI,P5,B1,Printers,2764,1,19OCT2010:12:00:00 AM,25FEB2009:12:00:00 AM,Public sector,A
Rep009,S,RO,2DD19N,600,A,P8,B3,Hard Drives,3405,2,20OCT2010:12:00:00 AM,25FEB2009:12:00:00 AM,Private Sector,D
Rep002,S,RO,2DD19N,600,GI,P8,B1,Hard Drives,1231,4,21OCT2010:12:00:00 AM,25FEB2009:12:00:00 AM,Others,D
Rep008,E,RO,2DD19N,600,ZI,P1,B5,Batteries,2542,2,22OCT2010:12:00:00 AM,25FEB2009:12:00:00 AM,Large Enterprise,U
Rep010,E,RO,2DD2AM,9871,CA,P1,B1,Batteries,3858,3,23OCT2010:12:00:00 AM,25FEB2009:12:00:00 AM,Public sector,X
Rep001,S,RO,2DD2AM,9871,UN,P5,B2,Printers,586,2,24OCT2010:12:00:00 AM,25FEB2009:12:00:00 AM,Large Enterprise,W
Rep005,E,RO,2DD2AM,9871,3B,P4,B1,Keyboards,1980,1,25OCT2010:12:00:00 AM,25FEB2009:12:00:00 AM,Others,Y
Rep006,S,RO,2DD2DQ,2532,2I,P3,B5,Projectors,878,3,26OCT2010:12:00:00 AM,25FEB2009:12:00:00 AM,Others,G
Rep008,S,RO,2DD2K2,123,CA,P3,B4,Projectors,1492,4,27OCT2010:12:00:00 AM,25FEB2009:12:00:00 AM,Private Sector,X
Rep004,S,RO,2DD2K2,123,TW,P1,B1,Batteries,3397,4,28OCT2010:12:00:00 AM,25FEB2009:12:00:00 AM,Others,W
Rep002,E,RO,2DD2K2,123,XX,P8,B5,Hard Drives,1939,2,29OCT2010:12:00:00 AM,25FEB2009:12:00:00 AM,Large Enterprise,Y
Rep009,E,RO,2DD2K6,1322,A,P1,B1,Batteries,2067,2,30OCT2010:12:00:00 AM,25FEB2009:12:00:00 AM,Others,D
Rep008,E,RO,2DD2M0,4682,BI,P2,B3,Headsets & Microphones,1501,1,31OCT2010:12:00:00 AM,25FEB2009:12:00:00 AM,Large Enterprise,U
Rep008,E,RO,2DD2M9,1375,1I,P2,B4,Headsets & Microphones,2060,1,01NOV2010:12:00:00 AM,25FEB2009:12:00:00 AM,Private Sector,G
Rep007,E,RO,2DD33J,2080,TW,P8,B3,Hard Drives,2489,1,02NOV2010:12:00:00 AM,25FEB2009:12:00:00 AM,Private Sector,W
Rep002,E,RO,2DD33J,2080,WB,P2,B1,Headsets & Microphones,4082,3,03NOV2010:12:00:00 AM,25FEB2009:12:00:00 AM,Others,Y
Rep008,S,RO,2DD3DE,1955,H,P3,B4,Projectors,4282,3,04NOV2010:12:00:00 AM,26FEB2009:12:00:00 AM,Public sector,X
Rep010,E,RO,2DD3VM,4828,VI,P4,B3,Keyboards,4157,4,05NOV2010:12:00:00 AM,26FEB2009:12:00:00 AM,Private Sector,D
Rep003,S,RO,2DD3X9,2211,3B,P7,B1,Power cables,2611,3,06NOV2010:12:00:00 AM,26FEB2009:12:00:00 AM,Public sector,Y
Rep005,E,RO,2DD53C,689,3B,P10,B4,Power Adaptors,4458,3,07NOV2010:12:00:00 AM,26FEB2009:12:00:00 AM,Public sector,Y
Rep003,S,RO,2DD588,3117,Y,P3,B1,Projectors,810,2,08NOV2010:12:00:00 AM,26FEB2009:12:00:00 AM,Large Enterprise,A
Rep002,S,RO,2DD6T9,3971,BI,P2,B5,Headsets & Microphones,944,2,09NOV2010:12:00:00 AM,27FEB2009:12:00:00 AM,Others,U
Rep003,S,RO,2DD7FL,4567,,P6,B5,Speakers,3563,2,10NOV2010:12:00:00 AM,27FEB2009:12:00:00 AM,Private Sector,G
Rep002,E,RO,2DD7JQ,1562,YI,P8,B3,Hard Drives,2817,2,11NOV2010:12:00:00 AM,28FEB2009:12:00:00 AM,Public sector,A
Rep005,S,RO,2DD7RM,729,UN,P8,B2,Hard Drives,2121,2,12NOV2010:12:00:00 AM,28FEB2009:12:00:00 AM,Others,W
Rep006,S,RO,2DD7RM,729,XX,P10,B2,Power Adaptors,4792,4,13NOV2010:12:00:00 AM,28FEB2009:12:00:00 AM,Public sector,Y
Rep001,E,RO,2DD81L,4557,1I,P9,B3,Monitors,1564,4,14NOV2010:12:00:00 AM,28FEB2009:12:00:00 AM,Large Enterprise,G
Rep001,E,RO,2DD8XV,9041,DI,P8,B5,Hard Drives,4637,3,15NOV2010:12:00:00 AM,01MAR2009:12:00:00 AM,Others,A
Rep004,E,RO,2DD94H,6065,LU,P2,B2,Headsets & Microphones,4229,4,16NOV2010:12:00:00 AM,02MAR2009:12:00:00 AM,Large Enterprise,Q
Rep006,E,RO,2DDA3D,6615,D,P7,B4,Power cables,3167,2,17NOV2010:12:00:00 AM,02MAR2009:12:00:00 AM,Public sector,A
Rep008,E,RO,2DDA3D,6615,AI,P10,B5,Power Adaptors,4824,4,18NOV2010:12:00:00 AM,02MAR2009:12:00:00 AM,Private Sector,B
Rep001,S,RO,2DDA3D,6615,BI,P7,B4,Power cables,4318,2,19NOV2010:12:00:00 AM,02MAR2009:12:00:00 AM,Others,U
Rep005,S,RO,2DDA9Y,6678,DI,P6,B4,Speakers,2271,2,20NOV2010:12:00:00 AM,02MAR2009:12:00:00 AM,Large Enterprise,A
Rep008,S,RO,2DDAW4,9493,DI,P2,B4,Headsets & Microphones,1834,4,21NOV2010:12:00:00 AM,02MAR2009:12:00:00 AM,Private Sector,A
Rep002,E,RO,2DDC34,7237,DI,P7,B2,Power cables,4757,4,22NOV2010:12:00:00 AM,02MAR2009:12:00:00 AM,Large Enterprise,A
Rep001,S,RO,2DDC34,7237,B,P8,B1,Hard Drives,3201,2,23NOV2010:12:00:00 AM,02MAR2009:12:00:00 AM,Private Sector,U
Rep002,S,RO,2DDC34,7237,BI,P9,B4,Monitors,2931,3,24NOV2010:12:00:00 AM,02MAR2009:12:00:00 AM,Others,U
Rep006,E,RO,2DDDCM,8948,DI,P4,B1,Keyboards,1859,3,25NOV2010:12:00:00 AM,03MAR2009:12:00:00 AM,Large Enterprise,A
Rep003,S,RO,2DDDCM,8948,2I,P3,B3,Projectors,704,3,26NOV2010:12:00:00 AM,03MAR2009:12:00:00 AM,Public sector,G
Rep004,E,RO,2DDDER,6605,UN,P9,B1,Monitors,1792,3,27NOV2010:12:00:00 AM,03MAR2009:12:00:00 AM,Others,W
Rep008,S,RO,2DDDER,6605,XB,P4,B1,Keyboards,1265,1,28NOV2010:12:00:00 AM,03MAR2009:12:00:00 AM,Others,Y
Rep005,E,RO,2DDE1W,6975,XX,P5,B2,Printers,2914,2,29NOV2010:12:00:00 AM,03MAR2009:12:00:00 AM,Public sector,Y
Rep006,S,RO,2DDE3T,8478,D,P2,B3,Headsets & Microphones,3552,1,30NOV2010:12:00:00 AM,03MAR2009:12:00:00 AM,Others,A
Rep002,E,RO,2DDE3T,8478,1I,P2,B5,Headsets & Microphones,1584,3,01DEC2010:12:00:00 AM,03MAR2009:12:00:00 AM,Others,G
Rep005,E,RO,2DDEH8,2998,ZI,P10,B4,Power Adaptors,1612,4,02DEC2010:12:00:00 AM,03MAR2009:12:00:00 AM,Private Sector,U
Rep001,E,RO,2DDEJ4,8313,CA,P4,B5,Keyboards,2521,4,03DEC2010:12:00:00 AM,03MAR2009:12:00:00 AM,Large Enterprise,X
Rep006,S,RO,2DDEJ4,8313,TW,P8,B1,Hard Drives,3598,4,04DEC2010:12:00:00 AM,03MAR2009:12:00:00 AM,Others,W
Rep007,S,RO,2DDEJ4,8313,WB,P1,B2,Batteries,2797,1,05DEC2010:12:00:00 AM,03MAR2009:12:00:00 AM,Large Enterprise,Y
Rep010,E,RO,2DDEKC,9933,ZI,P7,B3,Power cables,3199,4,06DEC2010:12:00:00 AM,03MAR2009:12:00:00 AM,Private Sector,U
Rep010,E,RO,2DDF7R,9580,TW,P9,B2,Monitors,1270,3,07DEC2010:12:00:00 AM,04MAR2009:12:00:00 AM,Private Sector,W
Rep002,E,RO,2DDF7R,9580,XB,P3,B3,Projectors,777,2,08DEC2010:12:00:00 AM,04MAR2009:12:00:00 AM,Others,Y
Rep002,E,RO,2DDFCN,7932,RI,P10,B5,Power Adaptors,1285,4,09DEC2010:12:00:00 AM,04MAR2009:12:00:00 AM,Others,M
Rep007,S,RO,2DDFCX,6602,,P5,B3,Printers,1403,3,10DEC2010:12:00:00 AM,04MAR2009:12:00:00 AM,Large Enterprise,G
Rep003,E,RO,2DDFE4,7967,UN,P5,B3,Printers,2393,2,11DEC2010:12:00:00 AM,04MAR2009:12:00:00 AM,Public sector,W
Rep006,S,RO,2DDFE4,7967,WB,P6,B3,Speakers,4991,2,12DEC2010:12:00:00 AM,04MAR2009:12:00:00 AM,Public sector,Y
Rep003,E,RO,2DDFLW,8089,3B,P6,B1,Speakers,3333,2,13DEC2010:12:00:00 AM,04MAR2009:12:00:00 AM,Public sector,Y
Rep008,S,RO,2DDFMF,9640,UN,P10,B1,Power Adaptors,4388,1,14DEC2010:12:00:00 AM,04MAR2009:12:00:00 AM,Large Enterprise,W
Rep002,E,RO,2DDFMF,9640,3B,P2,B4,Headsets & Microphones,1171,3,15DEC2010:12:00:00 AM,04MAR2009:12:00:00 AM,Large Enterprise,Y
Rep001,E,RO,2DDFQY,9650,TW,P9,B3,Monitors,778,2,16DEC2010:12:00:00 AM,04MAR2009:12:00:00 AM,Private Sector,W
Rep009,E,RO,2DDFQY,9650,XX,P1,B5,Batteries,1839,2,17DEC2010:12:00:00 AM,04MAR2009:12:00:00 AM,Private Sector,Y
Rep006,E,RO,2DDH9X,8424,3B,P8,B3,Hard Drives,698,1,18DEC2010:12:00:00 AM,04MAR2009:12:00:00 AM,Large Enterprise,Y
Rep006,S,RO,2DDHA4,6277,CA,P1,B2,Batteries,4341,2,19DEC2010:12:00:00 AM,04MAR2009:12:00:00 AM,Others,X
Rep006,S,RO,2DDHA4,6277,WB,P9,B1,Monitors,4542,4,20DEC2010:12:00:00 AM,04MAR2009:12:00:00 AM,Private Sector,Y
Rep001,E,RO,2DDHKY,8606,Z,P4,B5,Keyboards,3622,4,21DEC2010:12:00:00 AM,04MAR2009:12:00:00 AM,Others,U
Rep010,S,RO,2DDHKY,8606,UN,P9,B5,Monitors,1705,2,22DEC2010:12:00:00 AM,04MAR2009:12:00:00 AM,Large Enterprise,W
Rep008,S,RO,2DDHKY,8606,XX,P10,B1,Power Adaptors,4016,2,23DEC2010:12:00:00 AM,04MAR2009:12:00:00 AM,Large Enterprise,Y
Rep001,S,RO,2DDHVF,17,D,P7,B4,Power cables,3810,3,24DEC2010:12:00:00 AM,04MAR2009:12:00:00 AM,Private Sector,A
Rep003,E,RO,2DDHVF,17,BI,P5,B5,Printers,852,4,25DEC2010:12:00:00 AM,04MAR2009:12:00:00 AM,Large Enterprise,U
Rep010,S,RO,2DDHVF,17,ZI,P3,B2,Projectors,2366,2,26DEC2010:12:00:00 AM,04MAR2009:12:00:00 AM,Public sector,U
Rep008,E,RO,2DDJ0M,591,Y,P2,B5,Headsets & Microphones,1235,2,27DEC2010:12:00:00 AM,04MAR2009:12:00:00 AM,Others,A
Rep001,S,RO,2DDJ42,9007,3B,P2,B1,Headsets & Microphones,819,4,28DEC2010:12:00:00 AM,04MAR2009:12:00:00 AM,Large Enterprise,Y
Rep006,E,RO,2DDJL6,9203,DI,P9,B2,Monitors,4498,2,29DEC2010:12:00:00 AM,05MAR2009:12:00:00 AM,Public sector,A
Rep008,E,RO,2DDJL6,9203,ZI,P8,B3,Hard Drives,4001,1,30DEC2010:12:00:00 AM,05MAR2009:12:00:00 AM,Large Enterprise,U
Rep001,E,RO,2DDJQQ,9418,LB,P10,B5,Power Adaptors,2291,2,31DEC2010:12:00:00 AM,05MAR2009:12:00:00 AM,Public sector,Y
Rep005,E,RO,2DDK1M,9565,UN,P2,B5,Headsets & Microphones,4357,1,01JAN2011:12:00:00 AM,05MAR2009:12:00:00 AM,Public sector,W
Rep006,E,RO,2DDK1M,9565,3B,P5,B1,Printers,2215,3,02JAN2011:12:00:00 AM,05MAR2009:12:00:00 AM,Public sector,Y
Rep001,E,RO,2DDK1T,4656,TW,P2,B2,Headsets & Microphones,1838,4,03JAN2011:12:00:00 AM,05MAR2009:12:00:00 AM,Others,W
Rep002,S,RO,2DDK1T,4656,XX,P1,B2,Batteries,4503,4,04JAN2011:12:00:00 AM,05MAR2009:12:00:00 AM,Private Sector,Y
Rep007,E,RO,2DDK30,9595,UN,P9,B1,Monitors,4891,2,05JAN2011:12:00:00 AM,05MAR2009:12:00:00 AM,Public sector,W
Rep010,S,RO,2DDK30,9595,XX,P4,B1,Keyboards,1988,4,06JAN2011:12:00:00 AM,05MAR2009:12:00:00 AM,Others,Y
Rep006,S,RO,2DDK5D,1081,Z,P3,B3,Projectors,3855,4,07JAN2011:12:00:00 AM,05MAR2009:12:00:00 AM,Others,U
Rep004,S,RO,2DDKCP,9701,LB,P7,B5,Power cables,1992,4,08JAN2011:12:00:00 AM,05MAR2009:12:00:00 AM,Public sector,Y
Rep001,E,RO,2DDKNX,1083,UN,P9,B4,Monitors,2807,2,09JAN2011:12:00:00 AM,05MAR2009:12:00:00 AM,Public sector,W
Rep001,S,RO,2DDKNX,1083,WB,P4,B4,Keyboards,1118,2,10JAN2011:12:00:00 AM,05MAR2009:12:00:00 AM,Others,Y
Rep007,S,RO,2DDKQ0,9172,SI,P10,B1,Power Adaptors,725,1,11JAN2011:12:00:00 AM,05MAR2009:12:00:00 AM,Large Enterprise,A
Rep010,E,RO,2DDKQ0,9172,1I,P5,B1,Printers,3592,4,12JAN2011:12:00:00 AM,05MAR2009:12:00:00 AM,Others,G
Rep002,E,RO,2DDKRM,9991,Y,P4,B1,Keyboards,4266,4,13JAN2011:12:00:00 AM,05MAR2009:12:00:00 AM,Private Sector,A
Rep010,E,RO,2DDLJK,462,UN,P9,B5,Monitors,2502,1,14JAN2011:12:00:00 AM,06MAR2009:12:00:00 AM,Large Enterprise,W
Rep003,S,RO,2DDLJK,462,XB,P9,B4,Monitors,4231,2,15JAN2011:12:00:00 AM,06MAR2009:12:00:00 AM,Private Sector,Y
Rep005,E,RO,2DDLYN,2157,1I,P3,B2,Projectors,3657,2,16JAN2011:12:00:00 AM,06MAR2009:12:00:00 AM,Others,G
Rep005,S,RO,2DDLYN,2157,2I,P2,B4,Headsets & Microphones,3048,2,17JAN2011:12:00:00 AM,06MAR2009:12:00:00 AM,Public sector,G
Rep010,E,RO,2DDLYN,2157,BI,P3,B2,Projectors,3110,4,18JAN2011:12:00:00 AM,06MAR2009:12:00:00 AM,Large Enterprise,U
Rep007,E,RO,2DDMQ6,4729,A,P9,B3,Monitors,1183,3,19JAN2011:12:00:00 AM,06MAR2009:12:00:00 AM,Others,D
Rep006,S,RO,2DDNQC,8869,Z,P6,B3,Speakers,1397,4,20JAN2011:12:00:00 AM,07MAR2009:12:00:00 AM,Private Sector,U
Rep003,S,RO,2DDP56,5469,XX,P5,B2,Printers,4062,1,21JAN2011:12:00:00 AM,08MAR2009:12:00:00 AM,Large Enterprise,Y
Rep006,E,RO,2DDQ0P,6720,KI,P10,B3,Power Adaptors,604,4,22JAN2011:12:00:00 AM,08MAR2009:12:00:00 AM,Private Sector,M
Rep010,S,RO,2DDQCX,2960,ZI,P2,B2,Headsets & Microphones,592,3,23JAN2011:12:00:00 AM,09MAR2009:12:00:00 AM,Private Sector,U
Rep009,S,RO,2DDQQ9,3130,3B,P6,B2,Speakers,3597,1,24JAN2011:12:00:00 AM,09MAR2009:12:00:00 AM,Large Enterprise,Y
Rep010,E,RO,2DDRF8,3480,3B,P6,B3,Speakers,4599,3,25JAN2011:12:00:00 AM,09MAR2009:12:00:00 AM,Private Sector,Y
Rep007,S,RO,2DDRT9,3725,CA,P4,B2,Keyboards,749,2,26JAN2011:12:00:00 AM,09MAR2009:12:00:00 AM,Others,X
Rep001,E,RO,2DDRT9,3725,3B,P6,B2,Speakers,4549,1,27JAN2011:12:00:00 AM,09MAR2009:12:00:00 AM,Private Sector,Y
Rep005,S,RO,2DDRW6,594,CA,P10,B1,Power Adaptors,2584,3,28JAN2011:12:00:00 AM,09MAR2009:12:00:00 AM,Public sector,X
Rep006,S,RO,2DDRW6,594,UN,P2,B3,Headsets & Microphones,2724,1,29JAN2011:12:00:00 AM,09MAR2009:12:00:00 AM,Public sector,W
Rep009,S,RO,2DDRW6,594,3B,P8,B5,Hard Drives,1499,4,30JAN2011:12:00:00 AM,09MAR2009:12:00:00 AM,Private Sector,Y
Rep008,S,RO,2DDRXY,3783,D,P3,B4,Projectors,3876,3,31JAN2011:12:00:00 AM,09MAR2009:12:00:00 AM,Private Sector,A
Rep005,E,RO,2DDRXY,3783,Z,P5,B5,Printers,4205,3,01FEB2011:12:00:00 AM,09MAR2009:12:00:00 AM,Public sector,U
Rep008,E,RO,2DDRY0,3809,3B,P1,B1,Batteries,2496,1,02FEB2011:12:00:00 AM,09MAR2009:12:00:00 AM,Others,Y
Rep006,S,RO,2DDT0E,3846,Y,P10,B1,Power Adaptors,1032,1,03FEB2011:12:00:00 AM,09MAR2009:12:00:00 AM,Private Sector,A
Rep003,S,RO,2DDT0V,4738,3B,P10,B1,Power Adaptors,4854,2,04FEB2011:12:00:00 AM,09MAR2009:12:00:00 AM,Others,Y
Rep008,E,RO,2DDT1C,3868,DI,P2,B3,Headsets & Microphones,1968,4,05FEB2011:12:00:00 AM,09MAR2009:12:00:00 AM,Private Sector,A
Rep002,S,RO,2DDV1F,9777,RB,P8,B3,Hard Drives,4935,1,06FEB2011:12:00:00 AM,10MAR2009:12:00:00 AM,Others,Y
Rep007,E,RO,2DDV47,4245,DI,P8,B3,Hard Drives,3906,3,07FEB2011:12:00:00 AM,10MAR2009:12:00:00 AM,Large Enterprise,A
Rep004,S,RO,2DDVM2,7002,ZI,P2,B3,Headsets & Microphones,1814,1,08FEB2011:12:00:00 AM,10MAR2009:12:00:00 AM,Public sector,U
Rep008,S,RO,2DDX18,5151,Y,P8,B3,Hard Drives,1810,4,09FEB2011:12:00:00 AM,11MAR2009:12:00:00 AM,Large Enterprise,A
Rep003,S,RO,2DDX1T,5806,3B,P7,B5,Power cables,1561,1,10FEB2011:12:00:00 AM,11MAR2009:12:00:00 AM,Others,Y
Rep005,S,RO,2DDXET,1693,1I,P8,B1,Hard Drives,4966,4,11FEB2011:12:00:00 AM,11MAR2009:12:00:00 AM,Large Enterprise,G
Rep006,E,RO,2DDXET,1693,BI,P4,B3,Keyboards,1924,4,12FEB2011:12:00:00 AM,11MAR2009:12:00:00 AM,Large Enterprise,U
Rep003,S,RO,2DDXET,1693,Z,P3,B2,Projectors,3775,1,13FEB2011:12:00:00 AM,11MAR2009:12:00:00 AM,Public sector,U
Rep007,S,RO,2DDY20,6334,ZI,P1,B3,Batteries,946,4,14FEB2011:12:00:00 AM,11MAR2009:12:00:00 AM,Private Sector,U
Rep010,S,RO,2DDY7N,6442,1I,P5,B4,Printers,3740,2,15FEB2011:12:00:00 AM,11MAR2009:12:00:00 AM,Public sector,G
Rep004,S,RO,2DE06H,7141,3B,P7,B1,Power cables,572,2,16FEB2011:12:00:00 AM,12MAR2009:12:00:00 AM,Others,Y
Rep002,S,RO,2DE2QW,8595,3B,P3,B3,Projectors,4424,1,17FEB2011:12:00:00 AM,13MAR2009:12:00:00 AM,Private Sector,Y
Rep004,E,RO,2DE3X3,8385,CA,P5,B5,Printers,4238,1,18FEB2011:12:00:00 AM,13MAR2009:12:00:00 AM,Others,X
Rep005,S,RO,2DE3X3,8385,SI,P2,B4,Headsets & Microphones,3312,4,19FEB2011:12:00:00 AM,13MAR2009:12:00:00 AM,Public sector,M
Rep005,S,RO,2DE83D,2212,KI,P4,B2,Keyboards,4300,4,20FEB2011:12:00:00 AM,15MAR2009:12:00:00 AM,Large Enterprise,A
Rep002,S,RO,2DE83D,2212,B,P9,B5,Monitors,4582,2,21FEB2011:12:00:00 AM,15MAR2009:12:00:00 AM,Others,U
Rep001,S,RO,2DE900,2854,Y,P8,B3,Hard Drives,1154,4,22FEB2011:12:00:00 AM,16MAR2009:12:00:00 AM,Others,A
Rep004,E,RO,2DE902,2852,BI,P6,B2,Speakers,4327,1,23FEB2011:12:00:00 AM,16MAR2009:12:00:00 AM,Others,U
Rep008,E,RO,2DE915,2875,3B,P1,B5,Batteries,922,2,24FEB2011:12:00:00 AM,16MAR2009:12:00:00 AM,Others,Y
Rep008,S,RO,2DE9ER,739,RB,P2,B2,Headsets & Microphones,1878,1,25FEB2011:12:00:00 AM,16MAR2009:12:00:00 AM,Public sector,Y
Rep009,S,RO,2DED0F,5200,3B,P1,B3,Batteries,4824,3,26FEB2011:12:00:00 AM,17MAR2009:12:00:00 AM,Public sector,Y
Rep001,S,RO,2DED0F,5200,3B,P6,B2,Speakers,1417,2,27FEB2011:12:00:00 AM,17MAR2009:12:00:00 AM,Private Sector,Y
Rep002,E,RO,2DEEHK,984,BI,P2,B3,Headsets & Microphones,3235,1,28FEB2011:12:00:00 AM,17MAR2009:12:00:00 AM,Public sector,U
Rep003,E,RO,2DLRQH,3131,ZI,P6,B2,Speakers,1483,1,01MAR2011:12:00:00 AM,11JUN2009:12:00:00 AM,Large Enterprise,B
Rep002,S,RO,2DLTKN,8217,3B,P7,B1,Power cables,4765,4,02MAR2011:12:00:00 AM,12JUN2009:12:00:00 AM,Private Sector,Y
Rep008,E,RO,2DEFXV,9762,ZI,P9,B3,Monitors,2479,4,03MAR2011:12:00:00 AM,18MAR2009:12:00:00 AM,Public sector,D
Rep005,E,RO,2DD43M,1005,H,P6,B5,Speakers,1876,4,04MAR2011:12:00:00 AM,26FEB2009:12:00:00 AM,Large Enterprise,X
Rep002,E,BO,2DAXF8,6264,3B,P8,B4,Hard Drives,1181,2,05MAR2011:12:00:00 AM,06FEB2009:12:00:00 AM,Large Enterprise,Y
Rep003,S,BO,2DC557,3657,TW,P8,B3,Hard Drives,1787,4,06MAR2011:12:00:00 AM,11FEB2009:12:00:00 AM,Others,W
Rep005,E,BO,2DC557,3657,LB,P3,B2,Projectors,2610,2,07MAR2011:12:00:00 AM,11FEB2009:12:00:00 AM,Private Sector,Y
